wind_dir,app_temp,pres,temp,clouds,wind_spd,description,city
152,111.2,970.5,110,0,6.9,Few clouds,Miānwāli
133,105.3,972.5,102.4,0,1.9,Clear Sky,Miānwāli
136,97.9,973.5,95.3,0,4.4,Clear Sky,Miānwāli
64,96.8,973,91.1,0,2.4,Clear Sky,Miānwāli
111,98,974,89.8,0,1.5,Clear Sky,Miānwāli
135,106.5,976,96.5,0,0.7,Clear Sky,Miānwāli
346,116.2,975,109.7,0,1.2,Clear Sky,Miānwāli
209,118.5,971.5,115.2,0,5.4,Few clouds,Miānwāli
189,114.8,969.5,114.2,0,5.4,Clear Sky,Miānwāli
141,106.2,970.5,104.6,0,3.6,Few clouds,Miānwāli
78,100.1,972.5,97.4,0,2.4,Few clouds,Miānwāli
57,95,971.5,90.2,0,2,Few clouds,Miānwāli
53,95.2,972.5,88.3,0,1.4,Clear Sky,Miānwāli
317,102.8,974,96,38,3.1,Scattered clouds,Miānwāli
93,117.1,974.5,111.3,0,0.2,Clear Sky,Miānwāli
188,119,971,117,0,5.8,Clear Sky,Miānwāli
66,113.7,969.5,111.6,0,10.9,Few clouds,Miānwāli
87,106.7,970.5,105.3,0,5.4,Clear Sky,Miānwāli
94,100.7,971.5,98.4,0,3.1,Clear Sky,Miānwāli
62,94.3,972,89.6,0,4.9,Clear Sky,Miānwāli
19,91,971.5,87.5,51,3.7,Overcast clouds,Miānwāli
340,105.8,974,96.5,0,5.8,Few clouds,Miānwāli
38,112.6,973,109.9,0,9.6,Clear Sky,Miānwāli
11,115.2,970.5,113.2,56,8.5,Overcast clouds,Miānwāli
48,113.5,967.5,111.5,0,6,Clear Sky,Miānwāli
35,106.4,968.5,103.8,0,2.8,Clear Sky,Miānwāli
64,96.5,967.5,94.2,94,2.8,Overcast clouds,Miānwāli
222,96.6,970,95.1,96,6.8,Overcast clouds,Miānwāli
287,91.7,968.5,89.5,100,3.4,Overcast clouds,Miānwāli
317,101.8,969.5,94.7,0,4.2,Few clouds,Miānwāli
55,109.3,971,108.3,0,5.8,Few clouds,Miānwāli
83,111.6,967.5,110.9,0,5,Clear Sky,Miānwāli
41,110.9,965.5,112.2,99,3.2,Overcast clouds,Miānwāli
353,97.7,967,97.8,1,8.6,Few clouds,Miānwāli
319,95.5,971,90.5,0,1.9,Clear Sky,Mandi Bahāuddīn
32,92.8,972,86.6,0,0.2,Clear Sky,Mandi Bahāuddīn
26,90.2,971,84.5,0,2.3,Clear Sky,Mandi Bahāuddīn
9,96.3,975,87.7,0,5.2,Clear Sky,Mandi Bahāuddīn
5,107.1,973,104.7,0,2.7,Clear Sky,Mandi Bahāuddīn
287,111.3,972.5,110.1,55,3.9,Overcast clouds,Mandi Bahāuddīn
281,109,969.5,109.1,0,3.8,Clear Sky,Mandi Bahāuddīn
230,102.5,972,96.8,0,5.5,Clear Sky,Mandi Bahāuddīn
272,95.4,972.5,89.2,0,4.9,Clear Sky,Mandi Bahāuddīn
254,92.3,972,86.4,0,3.8,Clear Sky,Mandi Bahāuddīn
229,94.2,973,85.8,0,0.9,Clear Sky,Mandi Bahāuddīn
54,102,973.5,94.8,0,2.8,Clear Sky,Mandi Bahāuddīn
172,112.6,973,107.8,0,0.2,Clear Sky,Mandi Bahāuddīn
268,116.9,972,114.9,0,4,Few clouds,Mandi Bahāuddīn
290,113.1,970.5,113.1,0,6.8,Clear Sky,Mandi Bahāuddīn
273,100.4,971,99.8,0,3.4,Clear Sky,Mandi Bahāuddīn
270,98.6,970,95.1,0,2.1,Clear Sky,Mandi Bahāuddīn
249,93,971.5,89.1,0,2.3,Few clouds,Mandi Bahāuddīn
243,94.8,971,87.8,0,1.8,Few clouds,Mandi Bahāuddīn
61,105.7,972.5,95.8,0,2.3,Clear Sky,Mandi Bahāuddīn
70,113.1,972,108.6,0,0.9,Clear Sky,Mandi Bahāuddīn
279,119.6,971.5,116.6,51,4.1,Scattered clouds,Mandi Bahāuddīn
342,112.2,971,109.6,0,7.1,Light shower rain,Mandi Bahāuddīn
55,110.7,971,101.4,0,1.7,Clear Sky,Mandi Bahāuddīn
43,96.6,971,92.6,0,2.5,Clear Sky,Mandi Bahāuddīn
277,96.2,969.5,89.2,51,3.8,Overcast clouds,Mandi Bahāuddīn
32,96.4,970,86.5,59,3.2,Overcast clouds,Mandi Bahāuddīn
11,96.7,971.5,93.5,74,5.9,Overcast clouds,Mandi Bahāuddīn
28,110.9,970.5,108.8,42,4,Scattered clouds,Mandi Bahāuddīn
297,116.6,967,115.5,0,3.6,Clear Sky,Mandi Bahāuddīn
281,111.7,967.5,112.2,49,6.1,Overcast clouds,Mandi Bahāuddīn
354,103.1,967.5,100.5,0,2.6,Clear Sky,Mandi Bahāuddīn
48,94.5,968,93.5,40,2.8,Scattered clouds,Mandi Bahāuddīn
112,98.3,966,88.3,55,1.9,Overcast clouds,Mandi Bahāuddīn
300,91.8,969,87.8,98,1.3,Overcast clouds,Mandi Bahāuddīn
76,94.7,968,88.7,82,6.9,Overcast clouds,Mandi Bahāuddīn
92,103.4,969,100.3,0,11.2,Few clouds,Mandi Bahāuddīn
194,112.1,966,113.7,0,14.3,Clear Sky,Mandi Bahāuddīn
210,111.7,964.5,112.2,53,6.6,Broken clouds,Mandi Bahāuddīn
285,103.7,965,103.4,96,5.6,Overcast clouds,Mandi Bahāuddīn
