valid_time,model_level,latitude,longitude,expver,t
1/1/2013 6:00,10,57,357,1,252.59216
1/1/2013 6:00,10,57,358,1,251.31482
1/1/2013 6:00,10,57,359,1,250.38123
1/1/2013 6:00,10,56,0,1,245.14685
1/1/2013 6:00,10,56,310,1,245.39978
1/1/2013 6:00,10,56,311,1,245.73816
1/1/2013 6:00,10,56,312,1,246.02478
1/1/2013 6:00,10,56,313,1,246.2284
1/1/2013 6:00,10,56,314,1,246.44714
1/1/2013 6:00,10,56,315,1,246.79431
1/1/2013 6:00,10,56,316,1,247.2821
1/1/2013 6:00,10,56,317,1,247.82947
1/1/2013 6:00,10,56,318,1,248.35535
1/1/2013 6:00,10,56,319,1,248.84558
1/1/2013 6:00,10,56,320,1,249.349
1/1/2013 6:00,10,56,321,1,249.8988
1/1/2013 6:00,10,56,322,1,250.43689
1/1/2013 6:00,10,56,323,1,250.84119
1/1/2013 6:00,10,56,324,1,251.06042
1/1/2013 6:00,10,56,325,1,251.14832
1/1/2013 6:00,10,56,326,1,251.16833
1/1/2013 6:00,10,56,327,1,251.16492
1/1/2013 6:00,10,56,328,1,251.24011
1/1/2013 6:00,10,56,329,1,251.50037
1/1/2013 6:00,10,56,330,1,251.90027
1/1/2013 6:00,10,56,331,1,252.29431
1/1/2013 6:00,10,56,332,1,252.62976
1/1/2013 6:00,10,56,333,1,252.92517
1/1/2013 6:00,10,56,334,1,253.13367
1/1/2013 6:00,10,56,335,1,253.19519
1/1/2013 6:00,10,56,336,1,253.12439
1/1/2013 6:00,10,56,337,1,252.91345
1/1/2013 6:00,10,56,338,1,252.54578
1/1/2013 6:00,10,56,339,1,252.1488
1/1/2013 6:00,10,56,340,1,251.86755
1/1/2013 6:00,10,56,341,1,251.58923
1/1/2013 6:00,10,56,342,1,251.17029
1/1/2013 6:00,10,56,343,1,250.86755
1/1/2013 6:00,10,56,344,1,251.06775
1/1/2013 6:00,10,56,345,1,251.66345
1/1/2013 6:00,10,56,346,1,252.16003
1/1/2013 6:00,10,56,347,1,252.28796
1/1/2013 6:00,10,56,348,1,252.05798
1/1/2013 6:00,10,56,349,1,251.4613
1/1/2013 6:00,10,56,350,1,250.64929
1/1/2013 6:00,10,56,351,1,250.14148
1/1/2013 6:00,10,56,352,1,250.33923
1/1/2013 6:00,10,56,353,1,251.03308
1/1/2013 6:00,10,56,354,1,251.7323
1/1/2013 6:00,10,56,355,1,252.12634
1/1/2013 6:00,10,56,356,1,251.95642
1/1/2013 6:00,10,56,357,1,251.03113
1/1/2013 6:00,10,56,358,1,249.75134
1/1/2013 6:00,10,56,359,1,249.01306
1/1/2013 6:00,10,55,0,1,245.23181
1/1/2013 6:00,10,55,310,1,245.70544
1/1/2013 6:00,10,55,311,1,245.99207
1/1/2013 6:00,10,55,312,1,246.09705
1/1/2013 6:00,10,55,313,1,246.17517
1/1/2013 6:00,10,55,314,1,246.35583
1/1/2013 6:00,10,55,315,1,246.66785
1/1/2013 6:00,10,55,316,1,247.0487
1/1/2013 6:00,10,55,317,1,247.39246
1/1/2013 6:00,10,55,318,1,247.64099
1/1/2013 6:00,10,55,319,1,247.84119
1/1/2013 6:00,10,55,320,1,248.09753
1/1/2013 6:00,10,55,321,1,248.46912
1/1/2013 6:00,10,55,322,1,248.91345
1/1/2013 6:00,10,55,323,1,249.3031
1/1/2013 6:00,10,55,324,1,249.52917
1/1/2013 6:00,10,55,325,1,249.58093
1/1/2013 6:00,10,55,326,1,249.5072
1/1/2013 6:00,10,55,327,1,249.35486
1/1/2013 6:00,10,55,328,1,249.20642
1/1/2013 6:00,10,55,329,1,249.18982
1/1/2013 6:00,10,55,330,1,249.35876
1/1/2013 6:00,10,55,331,1,249.65173
1/1/2013 6:00,10,55,332,1,250.00574
1/1/2013 6:00,10,55,333,1,250.39343
1/1/2013 6:00,10,55,334,1,250.75134
1/1/2013 6:00,10,55,335,1,250.99548
1/1/2013 6:00,10,55,336,1,251.08679
1/1/2013 6:00,10,55,337,1,251.01794
1/1/2013 6:00,10,55,338,1,250.83386
1/1/2013 6:00,10,55,339,1,250.64734
1/1/2013 6:00,10,55,340,1,250.43542
1/1/2013 6:00,10,55,341,1,249.95984
1/1/2013 6:00,10,55,342,1,249.19812
1/1/2013 6:00,10,55,343,1,248.64929
1/1/2013 6:00,10,55,344,1,248.82458
1/1/2013 6:00,10,55,345,1,249.59265
1/1/2013 6:00,10,55,346,1,250.32849
1/1/2013 6:00,10,55,347,1,250.54138
1/1/2013 6:00,10,55,348,1,250.1947
1/1/2013 6:00,10,55,349,1,249.65173
1/1/2013 6:00,10,55,350,1,249.35193
1/1/2013 6:00,10,55,351,1,249.33533
1/1/2013 6:00,10,55,352,1,249.2782
1/1/2013 6:00,10,55,353,1,249.20154
1/1/2013 6:00,10,55,354,1,249.62048
1/1/2013 6:00,10,55,355,1,250.52966
1/1/2013 6:00,10,55,356,1,250.94812
1/1/2013 6:00,10,55,357,1,250.20544
1/1/2013 6:00,10,55,358,1,249.0321
1/1/2013 6:00,10,55,359,1,248.51453
1/1/2013 6:00,10,54,0,1,246.13806
1/1/2013 6:00,10,54,310,1,246.49548
1/1/2013 6:00,10,54,311,1,246.6825
1/1/2013 6:00,10,54,312,1,246.86462
1/1/2013 6:00,10,54,313,1,247.11267
1/1/2013 6:00,10,54,314,1,247.34851
1/1/2013 6:00,10,54,315,1,247.49011
1/1/2013 6:00,10,54,316,1,247.54382
1/1/2013 6:00,10,54,317,1,247.5653
1/1/2013 6:00,10,54,318,1,247.61511
1/1/2013 6:00,10,54,319,1,247.73523
1/1/2013 6:00,10,54,320,1,247.91199
1/1/2013 6:00,10,54,321,1,248.09802
1/1/2013 6:00,10,54,322,1,248.2904
1/1/2013 6:00,10,54,323,1,248.48718
1/1/2013 6:00,10,54,324,1,248.60242
1/1/2013 6:00,10,54,325,1,248.54626
1/1/2013 6:00,10,54,326,1,248.34851
1/1/2013 6:00,10,54,327,1,248.10242
1/1/2013 6:00,10,54,328,1,247.87146
1/1/2013 6:00,10,54,329,1,247.71033
1/1/2013 6:00,10,54,330,1,247.66882
1/1/2013 6:00,10,54,331,1,247.75134
1/1/2013 6:00,10,54,332,1,247.94763
1/1/2013 6:00,10,54,333,1,248.2528
1/1/2013 6:00,10,54,334,1,248.6156
1/1/2013 6:00,10,54,335,1,248.95593
1/1/2013 6:00,10,54,336,1,249.20447
1/1/2013 6:00,10,54,337,1,249.30359
1/1/2013 6:00,10,54,338,1,249.27039
1/1/2013 6:00,10,54,339,1,249.19226
1/1/2013 6:00,10,54,340,1,248.99646
1/1/2013 6:00,10,54,341,1,248.46716
1/1/2013 6:00,10,54,342,1,247.71619
1/1/2013 6:00,10,54,343,1,247.27039
1/1/2013 6:00,10,54,344,1,247.43933
1/1/2013 6:00,10,54,345,1,247.97937
1/1/2013 6:00,10,54,346,1,248.48523
1/1/2013 6:00,10,54,347,1,248.71521
1/1/2013 6:00,10,54,348,1,248.63708
1/1/2013 6:00,10,54,349,1,248.51794
1/1/2013 6:00,10,54,350,1,248.64832
1/1/2013 6:00,10,54,351,1,248.78015
1/1/2013 6:00,10,54,352,1,248.48718
1/1/2013 6:00,10,54,353,1,248.14246
1/1/2013 6:00,10,54,354,1,248.55115
1/1/2013 6:00,10,54,355,1,249.46863
1/1/2013 6:00,10,54,356,1,249.69275
1/1/2013 6:00,10,54,357,1,248.88318
1/1/2013 6:00,10,54,358,1,248.06189
1/1/2013 6:00,10,54,359,1,247.98279
1/1/2013 6:00,10,53,0,1,247.61853
1/1/2013 6:00,10,53,310,1,247.75623
1/1/2013 6:00,10,53,311,1,247.96472
1/1/2013 6:00,10,53,312,1,248.22205
1/1/2013 6:00,10,53,313,1,248.40173
1/1/2013 6:00,10,53,314,1,248.41931
1/1/2013 6:00,10,53,315,1,248.3153
1/1/2013 6:00,10,53,316,1,248.21521
1/1/2013 6:00,10,53,317,1,248.19373
1/1/2013 6:00,10,53,318,1,248.22498
1/1/2013 6:00,10,53,319,1,248.25574
1/1/2013 6:00,10,53,320,1,248.25037
1/1/2013 6:00,10,53,321,1,248.19861
1/1/2013 6:00,10,53,322,1,248.14685
1/1/2013 6:00,10,53,323,1,248.15027
1/1/2013 6:00,10,53,324,1,248.14001
1/1/2013 6:00,10,53,325,1,247.9867
1/1/2013 6:00,10,53,326,1,247.6864
1/1/2013 6:00,10,53,327,1,247.3451
1/1/2013 6:00,10,53,328,1,247.0326
1/1/2013 6:00,10,53,329,1,246.78015
1/1/2013 6:00,10,53,330,1,246.5951
1/1/2013 6:00,10,53,331,1,246.46179
1/1/2013 6:00,10,53,332,1,246.40857
1/1/2013 6:00,10,53,333,1,246.48962
1/1/2013 6:00,10,53,334,1,246.66882
1/1/2013 6:00,10,53,335,1,246.87732
1/1/2013 6:00,10,53,336,1,247.1239
1/1/2013 6:00,10,53,337,1,247.3988
1/1/2013 6:00,10,53,338,1,247.65076
1/1/2013 6:00,10,53,339,1,247.87439
1/1/2013 6:00,10,53,340,1,247.9784
1/1/2013 6:00,10,53,341,1,247.78894
1/1/2013 6:00,10,53,342,1,247.45984
1/1/2013 6:00,10,53,343,1,247.40417
1/1/2013 6:00,10,53,344,1,247.63123
1/1/2013 6:00,10,53,345,1,247.75378
1/1/2013 6:00,10,53,346,1,247.64636
1/1/2013 6:00,10,53,347,1,247.50427
1/1/2013 6:00,10,53,348,1,247.49988
1/1/2013 6:00,10,53,349,1,247.7987
1/1/2013 6:00,10,53,350,1,248.34167
1/1/2013 6:00,10,53,351,1,248.53113
1/1/2013 6:00,10,53,352,1,248.02771
1/1/2013 6:00,10,53,353,1,247.57996
1/1/2013 6:00,10,53,354,1,247.8949
1/1/2013 6:00,10,53,355,1,248.29382
1/1/2013 6:00,10,53,356,1,247.8407
1/1/2013 6:00,10,53,357,1,247.03894
1/1/2013 6:00,10,53,358,1,247.00574
1/1/2013 6:00,10,53,359,1,247.6864
1/1/2013 6:00,10,52,0,1,249.01599
1/1/2013 6:00,10,52,310,1,249.15808
1/1/2013 6:00,10,52,311,1,249.29724
1/1/2013 6:00,10,52,312,1,249.29382
1/1/2013 6:00,10,52,313,1,249.18103
1/1/2013 6:00,10,52,314,1,249.07068
1/1/2013 6:00,10,52,315,1,248.9906
1/1/2013 6:00,10,52,316,1,248.94568
1/1/2013 6:00,10,52,317,1,248.94177
1/1/2013 6:00,10,52,318,1,248.91492
1/1/2013 6:00,10,52,319,1,248.80359
1/1/2013 6:00,10,52,320,1,248.64441
1/1/2013 6:00,10,52,321,1,248.4823
1/1/2013 6:00,10,52,322,1,248.31189
1/1/2013 6:00,10,52,323,1,248.13123
1/1/2013 6:00,10,52,324,1,247.91785
1/1/2013 6:00,10,52,325,1,247.62195
1/1/2013 6:00,10,52,326,1,247.27185
1/1/2013 6:00,10,52,327,1,246.93787
1/1/2013 6:00,10,52,328,1,246.63171
1/1/2013 6:00,10,52,329,1,246.35974
1/1/2013 6:00,10,52,330,1,246.1322
1/1/2013 6:00,10,52,331,1,245.90515
1/1/2013 6:00,10,52,332,1,245.68835
1/1/2013 6:00,10,52,333,1,245.57214
1/1/2013 6:00,10,52,334,1,245.5365
1/1/2013 6:00,10,52,335,1,245.52625
1/1/2013 6:00,10,52,336,1,245.64685
1/1/2013 6:00,10,52,337,1,245.98425
1/1/2013 6:00,10,52,338,1,246.45154
1/1/2013 6:00,10,52,339,1,246.95984
1/1/2013 6:00,10,52,340,1,247.37634
1/1/2013 6:00,10,52,341,1,247.51111
1/1/2013 6:00,10,52,342,1,247.50671
1/1/2013 6:00,10,52,343,1,247.71326
1/1/2013 6:00,10,52,344,1,247.9696
1/1/2013 6:00,10,52,345,1,247.81433
1/1/2013 6:00,10,52,346,1,247.3324
1/1/2013 6:00,10,52,347,1,246.98572
1/1/2013 6:00,10,52,348,1,247.00671
1/1/2013 6:00,10,52,349,1,247.45886
1/1/2013 6:00,10,52,350,1,248.0907
1/1/2013 6:00,10,52,351,1,248.13953
1/1/2013 6:00,10,52,352,1,247.42761
1/1/2013 6:00,10,52,353,1,247.02332
1/1/2013 6:00,10,52,354,1,247.474
1/1/2013 6:00,10,52,355,1,247.63171
1/1/2013 6:00,10,52,356,1,246.67029
1/1/2013 6:00,10,52,357,1,245.69861
1/1/2013 6:00,10,52,358,1,245.93884
1/1/2013 6:00,10,52,359,1,246.88074
1/1/2013 6:00,10,51,0,1,249.54529
1/1/2013 6:00,10,51,310,1,249.57703
1/1/2013 6:00,10,51,311,1,249.48962
1/1/2013 6:00,10,51,312,1,249.3153
1/1/2013 6:00,10,51,313,1,249.20007
1/1/2013 6:00,10,51,314,1,249.18542
1/1/2013 6:00,10,51,315,1,249.16199
1/1/2013 6:00,10,51,316,1,249.08191
1/1/2013 6:00,10,51,317,1,249.01111
1/1/2013 6:00,10,51,318,1,248.94324
1/1/2013 6:00,10,51,319,1,248.80994
1/1/2013 6:00,10,51,320,1,248.63074
1/1/2013 6:00,10,51,321,1,248.42468
1/1/2013 6:00,10,51,322,1,248.14734
1/1/2013 6:00,10,51,323,1,247.8114
1/1/2013 6:00,10,51,324,1,247.46033
1/1/2013 6:00,10,51,325,1,247.07898
1/1/2013 6:00,10,51,326,1,246.69714
1/1/2013 6:00,10,51,327,1,246.37537
1/1/2013 6:00,10,51,328,1,246.07166
1/1/2013 6:00,10,51,329,1,245.75183
1/1/2013 6:00,10,51,330,1,245.4696
1/1/2013 6:00,10,51,331,1,245.21521
1/1/2013 6:00,10,51,332,1,244.96765
1/1/2013 6:00,10,51,333,1,244.80994
1/1/2013 6:00,10,51,334,1,244.74597
1/1/2013 6:00,10,51,335,1,244.70203
1/1/2013 6:00,10,51,336,1,244.76355
1/1/2013 6:00,10,51,337,1,245.05847
1/1/2013 6:00,10,51,338,1,245.56384
1/1/2013 6:00,10,51,339,1,246.19861
1/1/2013 6:00,10,51,340,1,246.77283
1/1/2013 6:00,10,51,341,1,247.01843
1/1/2013 6:00,10,51,342,1,247.06287
1/1/2013 6:00,10,51,343,1,247.29431
1/1/2013 6:00,10,51,344,1,247.56189
1/1/2013 6:00,10,51,345,1,247.41443
1/1/2013 6:00,10,51,346,1,247.00769
1/1/2013 6:00,10,51,347,1,246.79138
1/1/2013 6:00,10,51,348,1,246.78015
1/1/2013 6:00,10,51,349,1,246.84949
1/1/2013 6:00,10,51,350,1,246.94275
1/1/2013 6:00,10,51,351,1,246.79431
1/1/2013 6:00,10,51,352,1,246.47937
1/1/2013 6:00,10,51,353,1,246.70398
1/1/2013 6:00,10,51,354,1,247.43298
1/1/2013 6:00,10,51,355,1,247.432
1/1/2013 6:00,10,51,356,1,246.24695
1/1/2013 6:00,10,51,357,1,245.10193
1/1/2013 6:00,10,51,358,1,245.0365
1/1/2013 6:00,10,51,359,1,245.73572
1/1/2013 6:00,10,50,0,1,249.18298
1/1/2013 6:00,10,50,310,1,248.9491
1/1/2013 6:00,10,50,311,1,248.71716
1/1/2013 6:00,10,50,312,1,248.64539
1/1/2013 6:00,10,50,313,1,248.70447
1/1/2013 6:00,10,50,314,1,248.77429
1/1/2013 6:00,10,50,315,1,248.79529
1/1/2013 6:00,10,50,316,1,248.77576
1/1/2013 6:00,10,50,317,1,248.74353
1/1/2013 6:00,10,50,318,1,248.67468
1/1/2013 6:00,10,50,319,1,248.52185
1/1/2013 6:00,10,50,320,1,248.30212
1/1/2013 6:00,10,50,321,1,248.02429
1/1/2013 6:00,10,50,322,1,247.64587
1/1/2013 6:00,10,50,323,1,247.2113
1/1/2013 6:00,10,50,324,1,246.807
1/1/2013 6:00,10,50,325,1,246.42273
1/1/2013 6:00,10,50,326,1,246.06091
1/1/2013 6:00,10,50,327,1,245.76941
1/1/2013 6:00,10,50,328,1,245.49353
1/1/2013 6:00,10,50,329,1,245.18103
1/1/2013 6:00,10,50,330,1,244.89734
1/1/2013 6:00,10,50,331,1,244.64929
1/1/2013 6:00,10,50,332,1,244.38904
1/1/2013 6:00,10,50,333,1,244.19617
1/1/2013 6:00,10,50,334,1,244.14392
1/1/2013 6:00,10,50,335,1,244.1864
1/1/2013 6:00,10,50,336,1,244.31873
1/1/2013 6:00,10,50,337,1,244.5824
1/1/2013 6:00,10,50,338,1,244.9574
1/1/2013 6:00,10,50,339,1,245.41638
1/1/2013 6:00,10,50,340,1,245.85535
1/1/2013 6:00,10,50,341,1,246.06287
1/1/2013 6:00,10,50,342,1,246.05847
1/1/2013 6:00,10,50,343,1,246.12634
1/1/2013 6:00,10,50,344,1,246.3158
1/1/2013 6:00,10,50,345,1,246.4198
1/1/2013 6:00,10,50,346,1,246.41296
1/1/2013 6:00,10,50,347,1,246.36316
1/1/2013 6:00,10,50,348,1,246.1737
1/1/2013 6:00,10,50,349,1,245.8407
1/1/2013 6:00,10,50,350,1,245.5658
1/1/2013 6:00,10,50,351,1,245.5072
1/1/2013 6:00,10,50,352,1,245.807
1/1/2013 6:00,10,50,353,1,246.48035
1/1/2013 6:00,10,50,354,1,246.9696
1/1/2013 6:00,10,50,355,1,246.58337
1/1/2013 6:00,10,50,356,1,245.53455
1/1/2013 6:00,10,50,357,1,244.63953
1/1/2013 6:00,10,50,358,1,244.28992
1/1/2013 6:00,10,50,359,1,244.59607
1/1/2013 6:00,10,49,0,1,248.23425
1/1/2013 6:00,10,49,310,1,248.03357
1/1/2013 6:00,10,49,311,1,247.96082
1/1/2013 6:00,10,49,312,1,248.03601
1/1/2013 6:00,10,49,313,1,248.10535
1/1/2013 6:00,10,49,314,1,248.10583
1/1/2013 6:00,10,49,315,1,248.10583
1/1/2013 6:00,10,49,316,1,248.08728
1/1/2013 6:00,10,49,317,1,248.00525
1/1/2013 6:00,10,49,318,1,247.89294
1/1/2013 6:00,10,49,319,1,247.75378
1/1/2013 6:00,10,49,320,1,247.5575
1/1/2013 6:00,10,49,321,1,247.3031
1/1/2013 6:00,10,49,322,1,246.98083
1/1/2013 6:00,10,49,323,1,246.59949
1/1/2013 6:00,10,49,324,1,246.21277
1/1/2013 6:00,10,49,325,1,245.85876
1/1/2013 6:00,10,49,326,1,245.56042
1/1/2013 6:00,10,49,327,1,245.33582
1/1/2013 6:00,10,49,328,1,245.1449
1/1/2013 6:00,10,49,329,1,244.95349
1/1/2013 6:00,10,49,330,1,244.77527
1/1/2013 6:00,10,49,331,1,244.58582
1/1/2013 6:00,10,49,332,1,244.36072
1/1/2013 6:00,10,49,333,1,244.17273
1/1/2013 6:00,10,49,334,1,244.11023
1/1/2013 6:00,10,49,335,1,244.18152
1/1/2013 6:00,10,49,336,1,244.328
1/1/2013 6:00,10,49,337,1,244.47302
1/1/2013 6:00,10,49,338,1,244.5907
1/1/2013 6:00,10,49,339,1,244.7201
1/1/2013 6:00,10,49,340,1,244.87439
1/1/2013 6:00,10,49,341,1,244.99695
1/1/2013 6:00,10,49,342,1,245.02576
1/1/2013 6:00,10,49,343,1,245.00623
1/1/2013 6:00,10,49,344,1,245.10974
1/1/2013 6:00,10,49,345,1,245.40027
1/1/2013 6:00,10,49,346,1,245.62585
1/1/2013 6:00,10,49,347,1,245.50623
1/1/2013 6:00,10,49,348,1,245.13708
1/1/2013 6:00,10,49,349,1,244.82507
1/1/2013 6:00,10,49,350,1,244.68884
1/1/2013 6:00,10,49,351,1,244.75476
1/1/2013 6:00,10,49,352,1,245.12976
1/1/2013 6:00,10,49,353,1,245.66931
1/1/2013 6:00,10,49,354,1,245.87146
1/1/2013 6:00,10,49,355,1,245.55408
1/1/2013 6:00,10,49,356,1,245.11609
1/1/2013 6:00,10,49,357,1,244.7865
1/1/2013 6:00,10,49,358,1,244.42566
1/1/2013 6:00,10,49,359,1,244.31042
1/1/2013 6:00,10,48,0,1,247.56482
1/1/2013 6:00,10,48,310,1,247.66394
1/1/2013 6:00,10,48,311,1,247.73718
1/1/2013 6:00,10,48,312,1,247.70886
1/1/2013 6:00,10,48,313,1,247.5614
1/1/2013 6:00,10,48,314,1,247.38269
1/1/2013 6:00,10,48,315,1,247.2699
1/1/2013 6:00,10,48,316,1,247.15173
1/1/2013 6:00,10,48,317,1,246.96228
1/1/2013 6:00,10,48,318,1,246.7904
1/1/2013 6:00,10,48,319,1,246.67273
1/1/2013 6:00,10,48,320,1,246.54675
1/1/2013 6:00,10,48,321,1,246.39929
1/1/2013 6:00,10,48,322,1,246.23181
1/1/2013 6:00,10,48,323,1,246.00916
1/1/2013 6:00,10,48,324,1,245.73914
1/1/2013 6:00,10,48,325,1,245.47546
1/1/2013 6:00,10,48,326,1,245.245
1/1/2013 6:00,10,48,327,1,245.02429
1/1/2013 6:00,10,48,328,1,244.80261
1/1/2013 6:00,10,48,329,1,244.60974
1/1/2013 6:00,10,48,330,1,244.44324
1/1/2013 6:00,10,48,331,1,244.28894
1/1/2013 6:00,10,48,332,1,244.18542
1/1/2013 6:00,10,48,333,1,244.13806
1/1/2013 6:00,10,48,334,1,244.12
1/1/2013 6:00,10,48,335,1,244.15466
1/1/2013 6:00,10,48,336,1,244.17859
1/1/2013 6:00,10,48,337,1,244.07263
1/1/2013 6:00,10,48,338,1,243.9325
1/1/2013 6:00,10,48,339,1,243.92517
1/1/2013 6:00,10,48,340,1,244.02771
1/1/2013 6:00,10,48,341,1,244.18884
1/1/2013 6:00,10,48,342,1,244.37976
1/1/2013 6:00,10,48,343,1,244.48718
1/1/2013 6:00,10,48,344,1,244.49744
1/1/2013 6:00,10,48,345,1,244.52039
1/1/2013 6:00,10,48,346,1,244.55017
1/1/2013 6:00,10,48,347,1,244.57654
1/1/2013 6:00,10,48,348,1,244.68835
1/1/2013 6:00,10,48,349,1,244.78162
1/1/2013 6:00,10,48,350,1,244.65808
1/1/2013 6:00,10,48,351,1,244.49255
1/1/2013 6:00,10,48,352,1,244.62732
1/1/2013 6:00,10,48,353,1,244.97693
1/1/2013 6:00,10,48,354,1,245.18152
1/1/2013 6:00,10,48,355,1,245.2113
1/1/2013 6:00,10,48,356,1,245.28796
1/1/2013 6:00,10,48,357,1,245.33093
1/1/2013 6:00,10,48,358,1,245.05603
1/1/2013 6:00,10,48,359,1,244.5951
1/1/2013 6:00,10,47,0,1,247.08972
1/1/2013 6:00,10,47,310,1,247.2362
1/1/2013 6:00,10,47,311,1,247.20837
1/1/2013 6:00,10,47,312,1,247.0492
1/1/2013 6:00,10,47,313,1,246.85632
1/1/2013 6:00,10,47,314,1,246.6737
1/1/2013 6:00,10,47,315,1,246.53748
1/1/2013 6:00,10,47,316,1,246.4281
1/1/2013 6:00,10,47,317,1,246.29529
1/1/2013 6:00,10,47,318,1,246.15857
1/1/2013 6:00,10,47,319,1,246.0658
1/1/2013 6:00,10,47,320,1,246.02869
1/1/2013 6:00,10,47,321,1,246.00232
1/1/2013 6:00,10,47,322,1,245.91345
1/1/2013 6:00,10,47,323,1,245.74744
1/1/2013 6:00,10,47,324,1,245.5321
1/1/2013 6:00,10,47,325,1,245.28455
1/1/2013 6:00,10,47,326,1,245.0321
1/1/2013 6:00,10,47,327,1,244.76648
1/1/2013 6:00,10,47,328,1,244.46472
1/1/2013 6:00,10,47,329,1,244.18103
1/1/2013 6:00,10,47,330,1,243.97302
1/1/2013 6:00,10,47,331,1,243.87976
1/1/2013 6:00,10,47,332,1,243.96082
1/1/2013 6:00,10,47,333,1,244.12048
1/1/2013 6:00,10,47,334,1,244.15906
1/1/2013 6:00,10,47,335,1,244.05603
1/1/2013 6:00,10,47,336,1,243.85242
1/1/2013 6:00,10,47,337,1,243.54431
1/1/2013 6:00,10,47,338,1,243.2909
1/1/2013 6:00,10,47,339,1,243.25964
1/1/2013 6:00,10,47,340,1,243.40417
1/1/2013 6:00,10,47,341,1,243.6781
1/1/2013 6:00,10,47,342,1,244.01648
1/1/2013 6:00,10,47,343,1,244.1825
1/1/2013 6:00,10,47,344,1,244.06287
1/1/2013 6:00,10,47,345,1,243.85974
1/1/2013 6:00,10,47,346,1,243.89197
1/1/2013 6:00,10,47,347,1,244.33923
1/1/2013 6:00,10,47,348,1,244.92175
1/1/2013 6:00,10,47,349,1,245.02869
1/1/2013 6:00,10,47,350,1,244.58875
1/1/2013 6:00,10,47,351,1,244.25378
1/1/2013 6:00,10,47,352,1,244.42615
1/1/2013 6:00,10,47,353,1,244.83582
1/1/2013 6:00,10,47,354,1,245.18591
1/1/2013 6:00,10,47,355,1,245.51746
1/1/2013 6:00,10,47,356,1,245.8153
1/1/2013 6:00,10,47,357,1,245.80261
1/1/2013 6:00,10,47,358,1,245.34802
1/1/2013 6:00,10,47,359,1,244.77869
1/1/2013 6:00,10,46,0,1,246.43738
1/1/2013 6:00,10,46,310,1,246.39978
1/1/2013 6:00,10,46,311,1,246.25623
1/1/2013 6:00,10,46,312,1,246.10486
1/1/2013 6:00,10,46,313,1,246.01404
1/1/2013 6:00,10,46,314,1,245.93689
1/1/2013 6:00,10,46,315,1,245.86902
1/1/2013 6:00,10,46,316,1,245.84021
1/1/2013 6:00,10,46,317,1,245.82166
1/1/2013 6:00,10,46,318,1,245.78162
1/1/2013 6:00,10,46,319,1,245.75623
1/1/2013 6:00,10,46,320,1,245.8031
1/1/2013 6:00,10,46,321,1,245.86414
1/1/2013 6:00,10,46,322,1,245.83093
1/1/2013 6:00,10,46,323,1,245.72546
1/1/2013 6:00,10,46,324,1,245.58142
1/1/2013 6:00,10,46,325,1,245.35925
1/1/2013 6:00,10,46,326,1,245.10095
1/1/2013 6:00,10,46,327,1,244.85437
1/1/2013 6:00,10,46,328,1,244.57263
1/1/2013 6:00,10,46,329,1,244.28992
1/1/2013 6:00,10,46,330,1,244.11023
1/1/2013 6:00,10,46,331,1,244.05994
1/1/2013 6:00,10,46,332,1,244.14294
1/1/2013 6:00,10,46,333,1,244.27185
1/1/2013 6:00,10,46,334,1,244.24304
1/1/2013 6:00,10,46,335,1,244.00671
1/1/2013 6:00,10,46,336,1,243.72107
1/1/2013 6:00,10,46,337,1,243.52771
1/1/2013 6:00,10,46,338,1,243.4574
1/1/2013 6:00,10,46,339,1,243.46228
1/1/2013 6:00,10,46,340,1,243.5321
1/1/2013 6:00,10,46,341,1,243.7362
1/1/2013 6:00,10,46,342,1,243.97595
1/1/2013 6:00,10,46,343,1,244.0321
1/1/2013 6:00,10,46,344,1,243.97449
1/1/2013 6:00,10,46,345,1,244.05066
1/1/2013 6:00,10,46,346,1,244.32117
1/1/2013 6:00,10,46,347,1,244.68445
1/1/2013 6:00,10,46,348,1,244.90857
1/1/2013 6:00,10,46,349,1,244.78064
1/1/2013 6:00,10,46,350,1,244.50818
1/1/2013 6:00,10,46,351,1,244.4862
1/1/2013 6:00,10,46,352,1,244.72742
1/1/2013 6:00,10,46,353,1,245.06189
1/1/2013 6:00,10,46,354,1,245.52478
1/1/2013 6:00,10,46,355,1,246.09656
1/1/2013 6:00,10,46,356,1,246.39294
1/1/2013 6:00,10,46,357,1,246.02917
1/1/2013 6:00,10,46,358,1,245.32556
1/1/2013 6:00,10,46,359,1,245.10437
1/1/2013 6:00,10,45,0,1,245.99304
1/1/2013 6:00,10,45,310,1,245.89978
1/1/2013 6:00,10,45,311,1,245.71472
1/1/2013 6:00,10,45,312,1,245.53015
1/1/2013 6:00,10,45,313,1,245.41687
1/1/2013 6:00,10,45,314,1,245.3446
1/1/2013 6:00,10,45,315,1,245.3075
1/1/2013 6:00,10,45,316,1,245.28894
1/1/2013 6:00,10,45,317,1,245.24695
1/1/2013 6:00,10,45,318,1,245.21326
1/1/2013 6:00,10,45,319,1,245.24841
1/1/2013 6:00,10,45,320,1,245.35486
1/1/2013 6:00,10,45,321,1,245.4613
1/1/2013 6:00,10,45,322,1,245.48083
1/1/2013 6:00,10,45,323,1,245.42957
1/1/2013 6:00,10,45,324,1,245.37585
1/1/2013 6:00,10,45,325,1,245.3075
1/1/2013 6:00,10,45,326,1,245.18445
